label,tweets
neg,لاوالله مب على العلم والأدب بالعكس الجنوب عندهم أدباء كثير بس ماكد شفنا مشهورات منهم أب…
neg,مساكم الله بالخير يا أجمل متابعين ✋
neg,الى متى التعامل السئ للخادمات وعدم احترامهم وكأنهم حشرات والله هالمواقف تصير بيننا ونشوفها المربية جات من بيتها مع…
neg,عندما نتألم من كلام اللذين نحبهم نصاب بالألم مرتين مرة من كلامهم وأخرى لأننا عاجزون عن الرد بنفس اسلوبهم… اتو…
neg,وإن أتعبك شيء فهناك من أتعبه كل شيء فقل الحمد لله دائما وابدا 💔
neg,خير يا شيما ياأجمل أهلاوية ف البلد..
neg,مقدر انهار على لون الصبغه وقاعده انهار على طريقة نطقه !! ببكي ليه مره حلو ؟ 😭
neg,انتي متزوجة 🤔
neg,طبعا لان هذا اختصاص وزارة التعليم العالي 😐
neg,ليش مايكون لنا نصيب 😥
neg,دا لو يسحبني في درج البيت حقوله عادي ياجدو اصلا ما اتعور ادعس واسحب كمان وكمان 😪😪 😪 😪 😪
neg,"مساء الخير اما بعد 😔 "" ايام من كل شهر تتمنى الفتاة بأنها فتى """
neg,في قانون الذكاء.. كن غبي لتعرف المزيد:) 🤔
neg,يا مغترب .. بتعاين من بعيد وقلبك موجوع 💔 ؟ لهفة وحنين وعيونك مليانة دموع 😭 ؟ معليش لو ما اسقطها معاهم حاتبني…
neg,#صباح_الخير وصلني هذا من احد الشباب مبررا موقفه او رغبته بالتعدد شي هذا حقك ✋ #لكن قوله ان كل ما زاد عدد…
neg,لما اصحي كل يوم الصبح اروح الشغل 😞
neg,اها طلعت من جماعة هذولة 🤔
neg,أنا أسفة إني بكتب إني حزينة جدا كل شوية بس دا الأكونت بتاعي وأنا حزينة جدا :(
neg,الوحش تحت السرير وحيد :( وبس يبا أحد يمسك يده..
neg,ليت الايام الحلوه تعود 😔
neg,يمه انا انهرت وانا مالي دخل 😨
neg,🧕🏻 الزوجة سيئة يقولون للزوج : ( تزوج عليها او طلقها ) لتتأدب 💀 الزوج سيء يقولون للزوجة : اصبري عشان العيال و ادع…
neg,❥ ⁽🇾🇪₎┊↷ . . . . . . عجزت : آعديهآا مثل ڪل #مرهۂ ➪ . . . . آليوم وضع آلضيق…
neg,لما وحده أكرهها تصور على أغنيه احبها 😭
neg,عايزة ادخل جامعة :(
neg,يا ساتر 😱
neg,ابشع شعور لما تحس انك غريب عن اللي تحبه وان مالك حق فيه 😢
neg,بنشكر الله انو القلب عضلة مو عظم .. بضل التعضيل ارحم من الكسر 😔
neg,لعب فينا البعوض 😤
neg,مين دى اللى نكد 🙈 اكيد غلطان فالنمرة
neg,"◦◦​◦🌸◦​​° حديثك معي ، إهتمآمك بي ، مرآعآتك لمشآعري ، إستفزازك لي ،كلها أشياء تشعرني بأني أتنفس.. 💔"
neg,"❥❥ ┊┊⇣ ┊⇣ ⇣ منهو يقول إن الأوادم تشابه؟؟ لا والذي سواك ، ، كذاب كذاب بعض البشر يغيب م…"
neg,"🕊🕊 💥 "" لو كنت أضن إن كل الطيور تهاجر إليك💥 🕊🕊 لكنت كتبت على كل ريشة أشتقت إليك. 💥🕊💥 """
neg,يا رب يفوز الاتحاد اليوم ما نبي النصر ياخذ الدوري نبي الهلال 😞
neg,الله يرزقنا بواحد مثل عبداللطيف الخلف 💔
neg,رئيسين في يومين قالو الربيع العربي 😒 نحنا الكتاحه الأفريقية
neg,ما بتقهرني غير الختيارة يلي بتقول :زمان كانت القلوب صافية وهي صارلها سنة ما بتحكي مع أختها متزاعلين عا طنجرة 😒
neg,ما بحب العلاقات الرسمية والي فيها تكلف كثير لانه الصراحة ما بعرف اتعامل مع هدول الناس 😐
neg,لا ياربي 😭
neg,لا تمام والله 😑
neg,عبدالرحمن المطيري من جديد 😭
neg,ظهور نشو شرق ام الغيران جنوب مهدالذهب 🤔
neg,سايم يا قطة 💔
neg,بمووت وربي يستاهل كل الحب 😭
neg,نفس الموود كل يوم 😒
neg,شعبنا مريض وجوعان وبس 😐
neg,ابو عمر كيف المبارة معاك اليوم الاتحاد 😬
neg,لعب فينا البعوض 😤
neg,گله حااجه قضااء وقدر وربناا مش ليه سبب او حگمه واحده بس ليه اگتر م سبب وحگمه گفايه اقسم بالله اني اتعرفت ع نااس ز…
neg,ومن المرض قلبي انكوى مافي ع مشفى نروح حرموا جراحي من الدوا ما أصبرك يا روح 💔 حبسي انفرادي مسكني متر بمتر…
neg,كان قبله جدج ما يطلع بناته وقبله وقبله .. الا بعد طفرة النفط الناس فصخت الحياء والبنات ف…
neg,#الوتر_جنة_القلوب سبحانك آللهم و بحمدك أشهد أن لآ إله إلآ أنت أستغفرك و أتوب إليك #كفاره_المجلس 💭✨ .…
neg,"يالله واجد تصير لي ، اقول توبة م اكل بس م اتأدب 😔"
neg,حشا ماتتمازحي 😥 انا اقصد سنور مو كبش 🤕
neg,منمتش فير ساعات وحاسة احساس كلابي اوي ومش عارفه هتعامل مع اليوم ازاي 😑
neg,انتظرك ولازلت متمسك فيك وغيري للأسف فيك يقهرني 💔
neg,في داخلي غصة بكا موجعتني 😭 يا لعنبوها كم لها غثت الروح .. جمعتها في دمعتي و اخنقتني وبلعتها لكنها عيت تروح…
neg,المجروح بلا ذنب ارتكبه من أعز الناس لا يشفى أبدا ✋
neg,*هل تبحث عن انتصاب اقوى 🥒 *هل تعاني من سرعة في القذف 🏃♂️ 💥 آمن 💥 لمرضى السكر والضغط 👍 💪🏻 مجموعه ا…
neg,اللهم لك الحمد على مارزقتنا من امطار خير ورحمه فيارب كما طهرت هذه الارض الطيبه اغفر لابي واخي ماتقدم من ذنبهم وما ت…
neg,"- ما عاد يغريني #رجوعك ولا اشتقت ، اصبحت #عادي وانت ماكنت عادي ،، ✨ 💔 😔 #غيم 💭💜"
neg,اليوم البضين بيبان من اوله 😑
neg,المشكلة لو تبغى شي ومو موجود عندنا 💔
neg,يهبطون بس مو اليوم نحتاج فوزهم اليوم 💔
neg,غريبة كنت صاحية الساعة و بس ما كان في مطر حتى :( راحت علي
neg,الله ادوها 😭 يجننوونن والتفاعل معم😩🔥
neg,كسرت الخاطر من شخص عزيز ع قلب تختلف وتخلينا نسوي ردت فعل مو احنا 😔
neg,مين فينا مش عارف يحقق حلم اتولد م😍عاه السبب بس الوحيد ان في ناس شغلتها في الدنيا تسرق اح😕لام…
neg,مابي اصيح 😭
neg,وجع فجعتني 😭
neg,"┊┊⇣✧ ┊⇣✦ ⇣✧ ⠀⠀ لليالي نجد مامثلك لليالي غلاك أول وزاد الحب غالي ،.#الرياض #مطر🇸🇦🎵🕊✨ #ذكراك 💔 #حنايا_الغيث💜🌟"
neg,نظاراتي اتكسرت 💔 فينك ياسعود تصلحلي ياها فيينك💔
neg,#وش_تعلمت_من_الدنياء الدنيا صارت تمشيني ع ما ودها 🙂💔💔…
neg,أنا ماني مثلهم أمر مرور الكرام أنا فارقه عنهم أهز أقصى أركانگ. ㅤ 😴 ♥️♩❋ ء #عبق_الزهور ㅤㅤ
neg,اعذرينا عالالفاظ البذيئه 😭
neg,مرره مرره 😭
neg,"اياك ان تؤذي نفسآ ، حتى ولو لم تكن من البشر 💔 .."
neg,ماكسرني في حياتي غير صورتن مات راعيه اللهم إن ميتنا في ذمتك وحبل جوارك فقهي فتنة القبر وعذاب النار 😢 وربي أشتقنال…
neg,عندهم واسطة اكيد ليش يحذف لنا ولكم لك 😔
neg,baea806 فويس طفش 😴
neg,الف مبروك التخرج وعقبال المناصب العليا وعقبالي 😭
neg,#وش_يقول_الليل الرسالة التي تنتظرها قد ذهبت لغيرك 💔 .
neg,اني اتمنى اسوي الايلاينر العادي 💔
neg,"❗ . . . الفاشلون هم أكثر الناس نقدا للآخرين ، وتقليلا لأهمية إنجازاتهم . إحذر منهم ✋❗"
neg,مين وصلت و عايزه تعيط 😶
neg,إذا طاحت القهوة من ايدك على ملابسك بتصحصح أكثر من لما تشربها 😬
neg,#قدها__يا__اهلي اللهم ريمونتادا بكره 👐
neg,وتكون من فرع حي الجامعة عشان فرع المحافظة يقرف 😶
neg,انقذوني جالس اجرم 💔
neg,ما لذ لي العيش مذ غابت محاسنكم :: ولا حلت بعد رؤياكم لي النعم قد كان ليلي نهارا من ضيائكم…
neg,و لم تسوون كل هذا ماله داعي تشقونا و تصورون كل شي
neg,أخوكم .. 😬
neg,مم نسمع صباح في رأيك 🤔
neg,يابري حالي 💔
neg,بس أنا حيوانه لو خفت ثاني 😭 ؟
neg,وش قصدك؟؟ أنا اللي قلت لك شكرا 😠 — صدق طحت من عيني. مشكلة الثقة العمياء.. كنت أحسبنا أصدقاء إلى ظهرت على حقيقتك.
neg,#عمرو_دياب_في_جده يامن تريدون أن يرزقكم الله اسمعوا👇 من عرف الله صفا له العيش وطابت له الحياة وهابه كل شيء وذهب عنه…
neg,عايزة نصعد انهاردة يارب عايزة معجزة 😭
neg,لم أجد أرقىٰ من شخص يفخر 💪بنفسه دون أحتقار أحد .. ويجد السعادة دون إيقاظ حزن 💔 أحد ! #صباح_الخير
neg,قصة كيويا كانت تجنن تجنن :(
neg,مندوب يقول كيفكك!! 😭
neg,ارجووكم اتوجهو للقياده في تمثيليه بتاعت ضرب رصاص في الهوا وبيقولو ديل قناصين عشان الناس تخاف وبيشيلو في المتاريس ح…
neg,هذا الي تتمنى انك انخلقت بنت عشان يتزوجك 😔
neg,تتذكر في أي موسم كانت هذه المباراة بين #النصر_الاتحاد ؟ 🤔 .. ومين كان بطل الدوري؟ جاوبنا في المنشن + ريتوبت للتغري…
